pair_id	semantic_identity_id_a	semantic_identity_id_b	canonical_text_a	canonical_text_b	anchor_availability_class	current_query_id_a	current_query_id_b	material_hold_verified	provider_information_gain_class	terminal_search_only_disposition	why_no_current_search_call	carry_forward_state	reopen_trigger	evidence_refs	claim_boundary
M9PAIR_7cbacf28ec35c681	M8SID_a5452022da8e1c54	M8SID_c4d7f4ca514dc5fd	Аналитика Wildberries: отчёты, метрики и дашборды продавца	ии анализ продаж маркетплейсов	ANCHOR_TO_NONANCHOR	NONE	M9BRQ_006_c4d7f4ca514dc5fd	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7cbacf28ec35c681 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00701 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7d09e33b5769628b	M8SID_0943a1068e9402f4	M8SID_91da785ba085dc94	загрузка отчетов с маркетплейсов	Правила работы с возвратами на маркетплейсах: условия торговых платформ и советы по снижению показателя	ANCHOR_TO_NONANCHOR	M4QR2Q00025	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7d09e33b5769628b | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00702 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7d368ef41c5d422b	M8SID_352b640652184f81	M8SID_3b92dfcc2a1d077e	расширение для аналитики маркетплейсов	сервис аналитика продаж на маркетплейсах	ANCHOR_TO_ANCHOR	M4QR2Q00041	M9BRQ_013_3b92dfcc2a1d077e	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7d368ef41c5d422b | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00703 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7d83de6f017eb351	M8SID_51050ceda2b330da	M8SID_df79f0c3371689ed	Как читать и анализировать отчеты о продажах на Wildberries	Отчёт о продажах Wildberries: как читать и выгружать	ANCHOR_TO_NONANCHOR	M9BRW2Q_017_51050ceda2b330da	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7d83de6f017eb351 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00704 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7dc3a371ca7d4350	M8SID_3a3efaeed3152b7e	M8SID_eaab889abab5ccd5	ии ассистент для озон	ии для работы с маркетплейсами	ANCHOR_TO_ANCHOR	M9BRW2Q_011_3a3efaeed3152b7e	M9BRW2Q_004_eaab889abab5ccd5	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7dc3a371ca7d4350 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00705 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7e2efcadc2a482b8	M8SID_24825275388a8170	M8SID_8df9f34f2bb7e11a	нейросеть для работы с маркетплейсами	ии агенты для маркетплейсов	ANCHOR_TO_ANCHOR	M9BRW2Q_003_24825275388a8170	M4QR2Q00008	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7e2efcadc2a482b8 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00706 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7e4b73c8448ffe9f	M8SID_b494df2d754aba5f	M8SID_f89f2eed596da6c9	Отчет «География» в разделах «Продавцы» и «Бренды»	как загрузить отчеты маркетплейса	ANCHOR_TO_NONANCHOR	NONE	M9BRW2Q_009_f89f2eed596da6c9	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7e4b73c8448ffe9f | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00707 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7e7de042bc708dbc	M8SID_17638a451bed5dec	M8SID_f1b688e71eecda16	сервис внутренней аналитики маркетплейсов	программы аналитика маркетплейсов	ANCHOR_TO_ANCHOR	M9BRQ_012_17638a451bed5dec	M9BRQ_020_f1b688e71eecda16	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7e7de042bc708dbc | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00708 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7e878c6c5ea91993	M8SID_2b25fa19b017655f	M8SID_3bf57790dda15865	Как сверить финансовые отчеты Wildberries?	Сверка отчетов с Wildberries	ANCHOR_TO_ANCHOR	M9BRW2Q_013_2b25fa19b017655f	M9BRQ_009_3bf57790dda15865	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7e878c6c5ea91993 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00709 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7ebf3bb50f6ee4ed	M8SID_3b92dfcc2a1d077e	M8SID_ad9d528ae20638a6	сервис аналитика продаж на маркетплейсах	сервис аналитики на маркетплейсах отзывы	ANCHOR_TO_ANCHOR	M9BRQ_013_3b92dfcc2a1d077e	M9BRQ_025_ad9d528ae20638a6	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7ebf3bb50f6ee4ed | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00710 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7f3ec058afb879fa	M8SID_81d8f3590bddaaab	M8SID_a5452022da8e1c54	Как построить воронку продаж на маркетплейсе	Аналитика Wildberries: отчёты, метрики и дашборды продавца	ANCHOR_TO_NONANCHOR	M9BRW2Q_018_81d8f3590bddaaab	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7f3ec058afb879fa | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00711 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7f44ff8073cdfa0c	M8SID_e10faa73a1384257	M8SID_ed858336de500ab2	отчеты для селлеров	Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор	ANCHOR_TO_NONANCHOR	M9BRQ_004_e10faa73a1384257	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7f44ff8073cdfa0c | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00712 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7f9691c95f539163	M8SID_21a051e61744f9fa	M8SID_ed858336de500ab2	Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы	Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7f9691c95f539163 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00713 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7fa684e8e2b5e74a	M8SID_544e197891683f4c	M8SID_853c71e68bd46c94	Аналитика продавца Wildberries: как читать отчёты и находить точки роста	Аналитика вайлдберриз: в каком отчете верные данные	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7fa684e8e2b5e74a | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00714 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7fbf99498c256de1	M8SID_544e197891683f4c	M8SID_a0eeffff2d867dcb	Аналитика продавца Wildberries: как читать отчёты и находить точки роста	Отчёт по возвратам Wildberries: разбор операций и удержаний	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7fbf99498c256de1 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00715 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7fd4ca2fb09db28d	M8SID_2a1f3b8d04a0da08	M8SID_c673d63396e872d3	Отчёт «Доходы и расходы» Wildberries: как читать и сверять	Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7fd4ca2fb09db28d | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00716 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_8096f4ba7231ba7b	M8SID_ce5c460b3a2124bb	M8SID_d9a5cc3e810be381	Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки	отчеты для селлеров маркетплейсов	ANCHOR_TO_NONANCHOR	NONE	M4QR2Q00012	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_8096f4ba7231ba7b | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00717 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_80a4d49c553f492d	M8SID_352b640652184f81	M8SID_437d0cbcb94b3694	расширение для аналитики маркетплейсов	программа аналитики маркетплейсов	ANCHOR_TO_ANCHOR	M4QR2Q00041	M9BRW2Q_001_437d0cbcb94b3694	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_80a4d49c553f492d | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00718 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_814f098b6f5a4ae5	M8SID_c6b3851b9dcf0b07	M8SID_ed858336de500ab2	отчет о списаниях маркетплейс	Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор	ANCHOR_TO_NONANCHOR	M4QR2Q00034	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_814f098b6f5a4ae5 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00719 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_8156458f4d7d212c	M8SID_50e949b2f6a4c494	M8SID_c8bd772d7a8b9ccb	Работа c маркетплейсом: отчеты и аналитика	Как сверить отчёты маркетплейсов и найти скрытые удержания	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_8156458f4d7d212c | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00720 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_816459b20ca7e973	M8SID_8850a7f387c57a62	M8SID_fec20a96bbee4f45	отчет для селлеров	Статистика и аналитика продаж на Wildberries	ANCHOR_TO_NONANCHOR	M9BRQ_003_8850a7f387c57a62	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_816459b20ca7e973 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00721 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_820e7bf3c0502909	M8SID_2a1f3b8d04a0da08	M8SID_3bf57790dda15865	Отчёт «Доходы и расходы» Wildberries: как читать и сверять	Сверка отчетов с Wildberries	ANCHOR_TO_NONANCHOR	NONE	M9BRQ_009_3bf57790dda15865	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_820e7bf3c0502909 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00722 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_82260b49834fd17b	M8SID_c673d63396e872d3	M8SID_f5fd17b7b76a574d	Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?	ДРР на Wildberries и Ozon: что это, формула и какая норма	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_82260b49834fd17b | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00723 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
