hold_id	pair_id	semantic_identity_id_a	semantic_identity_id_b	cluster_id_a	cluster_id_b	pair_reason_code	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m10a	reopen_trigger	claim_boundary
M9HOLD_00821	M9PAIR_936bb86455dc50e3	M8SID_0943a1068e9402f4	M8SID_a0eeffff2d867dcb	M9CL_5807efab0bbb4b64	M9CL_fdfbaa2be042b32a	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'загрузка отчетов с маркетплейсов' and 'Отчёт по возвратам Wildberries: разбор операций и удержаний' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00025:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00822	M9PAIR_9386ee77887f3379	M8SID_0ce35825bf4cba3b	M8SID_81d8f3590bddaaab	M9CL_ee5c28cd547da2e7	M9CL_e8585808991d65bd	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места' and 'Как построить воронку продаж на маркетплейсе' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_018_81d8f3590bddaaab:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00823	M9PAIR_93904485527750d9	M8SID_6abd740c63a2528a	M8SID_9ebe0f620e9744e6	M9CL_d3c8e648c51f98ec	M9CL_d9c788dddddda566	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'аналитика маркетплейсов сервис' and 'аналитика маркетплейсов лучшие сервисы' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 1; Top20 3; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_018_6abd740c63a2528a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_024_9ebe0f620e9744e6:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00824	M9PAIR_939ef74c9593899e	M8SID_3bf57790dda15865	M8SID_50e949b2f6a4c494	M9CL_d755a1fe3e51ac2e	M9CL_9d782abd2186f6e2	H_ONE_SERP_INSUFFICIENT	One honest shared user answer for 'Сверка отчетов с Wildberries' and 'Работа c маркетплейсом: отчеты и аналитика' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_ONE_SERP_INSUFFICIENT; M9BRQ_009_3bf57790dda15865:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00825	M9PAIR_93e6b6c1fa7fba39	M8SID_4d97378705ba844a	M8SID_f1b688e71eecda16	M9CL_274a77f40055dc26	M9CL_c8ef71d4b04d08cf	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'плагин аналитика маркетплейсов' and 'программы аналитика маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 1; Top20 2; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_015_4d97378705ba844a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_020_f1b688e71eecda16:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00826	M9PAIR_93f72f75d976d6dd	M8SID_3b03ea8b493492c0	M8SID_f326261dec0f180d	M9CL_a1aadae12e8466eb	M9CL_9c53f9a6bb6116b6	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как сквозная аналитика продаж поможет вам больше зарабатывать на маркетплейсах' and 'аналитика показателей продавца' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_001_f326261dec0f180d:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00827	M9PAIR_947e74700bdba16b	M8SID_b494df2d754aba5f	M8SID_b5ea13003e4c370e	M9CL_f667a169d39bce9d	M9CL_2f145a3b5c056ace	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Отчет «География» в разделах «Продавцы» и «Бренды»' and 'где скачать отчет о выкупах маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_008_b5ea13003e4c370e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00828	M9PAIR_94961d7a153f6ca0	M8SID_985f150bb9d0478c	M8SID_b5ea13003e4c370e	M9CL_abd1bf5b4bfcf6a2	M9CL_2f145a3b5c056ace	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Отчёт о реализации Ozon: где найти и как сверить выплату' and 'где скачать отчет о выкупах маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_008_b5ea13003e4c370e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00829	M9PAIR_94a2ebbd19f13a46	M8SID_21a051e61744f9fa	M8SID_3bf57790dda15865	M9CL_ce7b5d6c7e756b52	M9CL_d755a1fe3e51ac2e	H_ONE_SERP_INSUFFICIENT	One honest shared user answer for 'Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы' and 'Сверка отчетов с Wildberries' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_ONE_SERP_INSUFFICIENT; M9BRQ_009_3bf57790dda15865:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00830	M9PAIR_94a4a2cf30b49d7a	M8SID_3584fdc5b76fc551	M8SID_6eb6592464294694	M9CL_db048338baaeca8c	M9CL_a2b4ef64efdfb9f6	H_OTHER_BOUNDARY	One honest shared user answer for 'ии для аналитики маркетплейсов' and 'сервис для аналитики продаж на маркетплейсах' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 0; reason H_OTHER_BOUNDARY; M4QR2Q00027:RU225:TOP100 | M9BRQ_019_6eb6592464294694:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00831	M9PAIR_951deb0ae2183587	M8SID_544e197891683f4c	M8SID_df79f0c3371689ed	M9CL_261f95ceaf310c3a	M9CL_9f80eb481788313c	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Аналитика продавца Wildberries: как читать отчёты и находить точки роста' and 'Отчёт о продажах Wildberries: как читать и выгружать' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00832	M9PAIR_9538a6fc2aba4ee9	M8SID_544e197891683f4c	M8SID_a80ecbe39e0f75b9	M9CL_261f95ceaf310c3a	M9CL_531649fa74ba4091	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Аналитика продавца Wildberries: как читать отчёты и находить точки роста' and 'Как читать и анализировать финансовый отчёт Wildberries' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_014_a80ecbe39e0f75b9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00833	M9PAIR_9550b1335e5d3ed0	M8SID_c8bd772d7a8b9ccb	M8SID_f89f2eed596da6c9	M9CL_ed5c38b4234094c0	M9CL_60ecfdfdf15511dc	H_ONE_SERP_INSUFFICIENT	One honest shared user answer for 'Как сверить отчёты маркетплейсов и найти скрытые удержания' and 'как загрузить отчеты маркетплейса' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_ONE_SERP_INSUFFICIENT; M9BRW2Q_009_f89f2eed596da6c9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00834	M9PAIR_959599e332b37b8c	M8SID_2a1f3b8d04a0da08	M8SID_2b25fa19b017655f	M9CL_8f0e6e3238f52a2b	M9CL_46d51fc29ba2e60b	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Отчёт «Доходы и расходы» Wildberries: как читать и сверять' and 'Как сверить финансовые отчеты Wildberries?' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_013_2b25fa19b017655f:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
